,id,address,categories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,average_price,GDP
2143,AVwdGDKOkufWRAb52Pi7,352 Anderson Ave,"Greek Restaurant,Greek Restaurants,Mediterranean Restaurants,Caterers,Restaurants",Cliffside Park,US,us/nj/cliffsidepark/352andersonave/-678208341,40.818148,-73.993316,,12.47918589,11.42784939,,2016-04-02T04:29:18Z,,Wisconsin 6 Cheese Pizza,It's Greek To Me,7010,USD,50,55,NJ,11.95351764,47658
2144,AVwdGfF4ByjofQCxlhBU,123 S Olive Ave,"Electronic Equipment & Supplies Service & Repair,Cell Phones,Cell Phone Service,Cell Phone Repair & Installation,Phone Equipment & Systems Service & Repair",West Palm Beach,US,us/fl/westpalmbeach/123soliveave/162033360,26.713085,-80.052054,,13.95,13.95,USD,2017-02-03T22:46:36Z,,Classic Coal Fire Pizza,"Idevicemd Iphone, Cell Phone Repair and Sell",33401,,,,FL,13.95,151792
2145,AVwdGhivIN2L1WUfsOlt,110 Bunyan Ave Berthoud,"American Restaurant,Sports Bar,Bar,American Restaurant, Sports Bar, and Bar",Berthoud,US,us/co/berthoud/110bunyanaveberthoud/201920367,40.31293506,-105.0747014,,6.99,6.99,USD,2016-05-04T02:21:13Z,"Mozzarella Cheese, Basil, Tomato",Margarita Pizza,Derby Grille,80513,USD,0,25,CO,6.99,39615
2146,AVwdGhN6ByjofQCxlhR3,7 07 Fair Lawn Ave,Breakfast Spot,Fair Lawn,US,us/radburn/fairlawn/707fairlawnave/-78145877,40.935616,-74.13332241,,4.95,4.95,USD,"2016-01-02T22:33:19Z,2016-10-27T02:07:52Z",,Pizza Burger,Fisher's Cafe,7410,USD,0,25,Radburn,4.95,146826
2147,AVwdgicVByjofQCxpzzC,3800 S W Cedar Hills Blvd D,Restaurant,Beaverton,US,us/or/beaverton/3800swcedarhillsblvdd/1497721104,45.491788,-122.809306,,5,5,USD,2016-08-16T00:00:00Z,,Cheese Pizza,Brannon's Pub and Brewery,97005,USD,0,30,OR,5,24810
2148,AVwdgicVByjofQCxpzzC,3800 S W Cedar Hills Blvd D,Restaurant,Beaverton,US,us/or/beaverton/3800swcedarhillsblvdd/1497721104,45.491788,-122.809306,,7,7,USD,2016-08-16T00:00:00Z,,Pepperoni Pizza,Brannon's Pub and Brewery,97005,USD,0,30,OR,7,24810
2149,AVwdgicVByjofQCxpzzC,3800 S W Cedar Hills Blvd D,Restaurant,Beaverton,US,us/or/beaverton/3800swcedarhillsblvdd/1497721104,45.491788,-122.809306,,12.47918589,11.42784939,,2016-08-16T00:00:00Z,Ask your server about this weeks fresh vegetable pizza. A vegan option is available,Veggie Pizza,Brannon's Pub and Brewery,97005,USD,0,30,OR,11.95351764,24810
2150,AVwdGjteIN2L1WUfsO55,2455 E Grapevine Mills Cir,Seafood Restaurant,Grapevine,US,us/tx/grapevine/2455egrapevinemillscir/1592604717,32.96374973,-97.0393923,,3.99,3.99,USD,2016-03-24T09:56:36Z,,Pizza,Saltwater Willys,76051,USD,25,40,TX,3.99,167113
2151,AVwdglgeByjofQCxp0LF,2500 Larimer St,"Restaurant,Restaurant Curtis Park",Denver,US,us/co/denver/2500larimerst/-1844823224,39.75756739,-104.9861111,,12.47918589,11.42784939,,2017-03-29T18:02:09Z,,Daisy Pizza,Cart-driver,80205,USD,25,40,CO,11.95351764,39615
2152,AVwdglgeByjofQCxp0LF,2500 Larimer St,"Restaurant,Restaurant Curtis Park",Denver,US,us/co/denver/2500larimerst/-1844823224,39.75756739,-104.9861111,,17,17,USD,2017-03-29T18:02:09Z,,Winter Pizza,Cart-driver,80205,USD,25,40,CO,17,39615
2153,AVwdGoRLkufWRAb52VYn,226 Baltimore Pike,Direct Mail Advertising,Springfield,US,us/pa/springfield/226baltimorepike/1377914859,39.922786,-75.317732,,7.5,7.5,USD,2017-03-09T18:52:19Z,,Pizza Steak,Pipitone Publications Inc,19064,USD,25,40,PA,7.5,59510
2154,AVwdG-QT_7pvs4fz2WS_,6889 Greenfield Rd,"Italian Restaurant and Pizza Place,Italian Restaurant,Pizza Place",Detroit,US,us/mi/detroit/6889greenfieldrd/-1544411254,42.34257461,-83.19669271,,7.65,7.65,USD,2016-05-05T00:53:36Z,"Cheese, chicken, butter ranch sauce",Chicken Ranch Pizza,Gracie See,48228,,,,MI,7.65,47918
2155,AVwdG-QT_7pvs4fz2WS_,6889 Greenfield Rd,"Italian Restaurant and Pizza Place,Italian Restaurant,Pizza Place",Detroit,US,us/mi/detroit/6889greenfieldrd/-1544411254,42.34257461,-83.19669271,,9.1,9.1,USD,2016-05-05T00:53:36Z,"Cheese, thick crust, pepperoni, ham, Italian sausage, mushroom, green pepper",Newest Pizza In Town,Gracie See,48228,,,,MI,9.1,47918
2156,AVwdG-QT_7pvs4fz2WS_,6889 Greenfield Rd,"Italian Restaurant and Pizza Place,Italian Restaurant,Pizza Place",Detroit,US,us/mi/detroit/6889greenfieldrd/-1544411254,42.34257461,-83.19669271,,3.95,3.95,USD,2016-05-05T00:53:36Z,,Pizza,Gracie See,48228,,,,MI,3.95,47918
2157,AVwdG-QT_7pvs4fz2WS_,6889 Greenfield Rd,"Italian Restaurant and Pizza Place,Italian Restaurant,Pizza Place",Detroit,US,us/mi/detroit/6889greenfieldrd/-1544411254,42.34257461,-83.19669271,,7.65,7.65,USD,2016-05-05T00:53:36Z,"Cheese, hamburger, onion, green pepper",Pizzaburger,Gracie See,48228,,,,MI,7.65,47918
2158,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,15.45,15.45,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,Bruschetta Pizza,Joey D's Italian Grill,1945,,,,MA,15.45,52229
2159,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,17.95,14.45,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,Low Fat Specialty Pizza,Joey D's Italian Grill,1945,,,,MA,16.2,52229
2160,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,6.45,6.45,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,Mani Pizzas,Joey D's Italian Grill,1945,,,,MA,6.45,52229
2161,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,17.95,14.45,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,Margarita Pizza,Joey D's Italian Grill,1945,,,,MA,16.2,52229
2162,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,14.95,14.95,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,Pizza Bianca,Joey D's Italian Grill,1945,,,,MA,14.95,52229
2163,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,17.95,14.45,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,Roasted Pizza,Joey D's Italian Grill,1945,,,,MA,16.2,52229
2164,AVwdgsnWIN2L1WUfwiGt,114 Pleasant St,Italian Restaurant,Marblehead,US,us/ma/marblehead/114pleasantst/1496163814,42.501686,-70.85692,,17.95,17.95,USD,"2016-03-28T05:51:19Z,2016-05-05T00:51:02Z",,White Pizza,Joey D's Italian Grill,1945,,,,MA,17.95,52229
2165,AVwdGTpgkufWRAb52SM7,12 Main St,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant",Butler,US,us/faysonlakes/butler/12mainst/239056222,41.00364925,-74.33517983,,18,18,USD,2016-09-10T19:28:56Z,,Grandma Sicilian Pizza,Aj's Pizza,7405,,,,Fayson Lakes,18,146826
2166,AVwdGTpgkufWRAb52SM7,12 Main St,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant",Butler,US,us/faysonlakes/butler/12mainst/239056222,41.00364925,-74.33517983,,18,18,USD,2016-07-06T20:02:02Z,"Sicilian crust with plum tomatoes, mozzarella cheese and garlic and oil.",Grandma Sicilian Pizza,Aj's Pizza,7405,,,,Fayson Lakes,18,146826
2167,AVwdGwJUkufWRAb52WqT,3000 Custer Rd,Pizza Place and General Entertainment,Plano,US,us/tx/plano/3000custerrd/-1361270288,33.03881453,-96.73252514,,17.99,17.99,USD,2016-06-21T02:37:58Z,Large,Make It A Special Pizza,Planet Pizza,75075,,,,TX,17.99,167113
2168,AVwdGwJUkufWRAb52WqT,3000 Custer Rd,Pizza Place and General Entertainment,Plano,US,us/tx/plano/3000custerrd/-1361270288,33.03881453,-96.73252514,,12.47918589,11.42784939,,2016-06-21T02:37:58Z,Large,Make It A Special Pizza,Planet Pizza,75075,,,,TX,11.95351764,167113
2169,AVwdGwJUkufWRAb52WqT,3000 Custer Rd,Pizza Place and General Entertainment,Plano,US,us/tx/plano/3000custerrd/-1361270288,33.03881453,-96.73252514,,14.99,14.99,USD,2016-06-21T02:37:58Z,Large,Pizza,Planet Pizza,75075,,,,TX,14.99,167113
2170,AVwdh9ylkufWRAb56zcE,5125 E Main St,Chinese Restaurants,Columbus,US,us/oh/columbus/5125emainst/-1677931144,39.95499,-82.86061,,12,12,USD,2016-06-06T16:15:23Z,,Tuna Pizza,Abyssinia Chinese,43213,,,,OH,12,56126
2171,AVwdHa30ByjofQCxlqaG,1321 N H St,"Pizza Place,Take Out Restaurants,Restaurant,Caterers,Restaurants,Italian Restaurants,Pizza",Lompoc,US,us/ca/lompoc/1321nhst/-1107790431,34.660363,-120.459135,,12.47918589,11.42784939,,"2016-04-03T01:09:51Z,2016-08-02T22:59:53Z","Ground beef, 3 cheese blend, onion topped with fresh tomato and lettuce",Cheeseburger Pizza,Mi Amore Pizza & Pasta,93436,,,,CA,11.95351764,278260
2172,AVwdHa30ByjofQCxlqaG,1321 N H St,"Pizza Place,Take Out Restaurants,Restaurant,Caterers,Restaurants,Italian Restaurants,Pizza",Lompoc,US,us/ca/lompoc/1321nhst/-1107790431,34.660363,-120.459135,,6.5,6.5,USD,"2016-04-03T01:09:51Z,2016-08-02T22:59:53Z",Cheese or Pepperoni,French Bread Pizza,Mi Amore Pizza & Pasta,93436,,,,CA,6.5,278260
2173,AVwdHcHy_7pvs4fz2bKm,801 S Broadway,Restaurant,Santa Maria,US,us/ca/santamaria/801sbroadway/-201181539,34.9438,-120.43598,,9,9,USD,2016-08-22T00:00:00Z,"melted leeks, seedless red grapes, marinara sauce, goat cheese, fresh herbs, house made pizza dough",Vineyard Flat Bread Pizza,Garden Room At Santa Maria Inn,93454-6668,USD,31,50,CA,9,278260
2174,AVwdHcHy_7pvs4fz2bKm,801 S Broadway,Restaurant,Santa Maria,US,us/ca/santamaria/801sbroadway/-201181539,34.9438,-120.43598,,9,9,USD,2016-08-22T00:00:00Z,"tomato sauce, olive oil, basil, fresh Mozzarella, house made pizza dough",Zucchini Flat Bread Pizza,Garden Room At Santa Maria Inn,93454-6668,USD,31,50,CA,9,278260
2175,AVwdHGWBIN2L1WUfsUZV,33 E Simpson St,Pizza Place,Mechanicsburg,US,us/brandtsville/mechanicsburg/33esimpsonst/1460116044,40.21194093,-77.00547516,,6.49,6.49,USD,2016-07-06T21:20:36Z,,Pepperoni Pizza Skinz,Zeiderelli's Pizza,17055,,,,Brandtsville,6.49,59510
2176,AVwdHGWBIN2L1WUfsUZV,33 E Simpson St,Pizza Place,Mechanicsburg,US,us/brandtsville/mechanicsburg/33esimpsonst/1460116044,40.21194093,-77.00547516,,5.29,5.29,USD,2016-07-06T21:20:36Z,,Pizza Friez,Zeiderelli's Pizza,17055,,,,Brandtsville,5.29,59510
2177,AVwdHGWBIN2L1WUfsUZV,33 E Simpson St,Pizza Place,Mechanicsburg,US,us/brandtsville/mechanicsburg/33esimpsonst/1460116044,40.21194093,-77.00547516,,7.29,7.29,USD,2016-07-06T21:20:36Z,,Pizza Steak,Zeiderelli's Pizza,17055,,,,Brandtsville,7.29,59510
2178,AVwdHGWBIN2L1WUfsUZV,33 E Simpson St,Pizza Place,Mechanicsburg,US,us/brandtsville/mechanicsburg/33esimpsonst/1460116044,40.21194093,-77.00547516,,12.47918589,11.42784939,,2016-07-06T21:20:36Z,,White Pizza,Zeiderelli's Pizza,17055,,,,Brandtsville,11.95351764,59510
2179,AVwdHGWBIN2L1WUfsUZV,33 E Simpson St,Pizza Place,Mechanicsburg,US,us/brandtsville/mechanicsburg/33esimpsonst/1460116044,40.21194093,-77.00547516,,12.47918589,11.42784939,,2016-07-06T21:20:36Z,,White Pizza Deluxe,Zeiderelli's Pizza,17055,,,,Brandtsville,11.95351764,59510
2180,AVwdhhU7kufWRAb56vCY,703 Mckinney Ave,"TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub",Dallas,US,us/tx/dallas/703mckinneyave/-1827150455,32.7836462,-96.80969021,,8.95,8.95,USD,2016-03-23T03:20:24Z,,Chorizo Pizza,Jandro's,75201,,,,TX,8.95,167113
2181,AVwdhhU7kufWRAb56vCY,703 Mckinney Ave,"TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub",Dallas,US,us/tx/dallas/703mckinneyave/-1827150455,32.7836462,-96.80969021,,8.95,8.95,USD,2016-03-23T03:20:24Z,Chicken or beef,Fajita Pizza,Jandro's,75201,,,,TX,8.95,167113
2182,AVwdhhU7kufWRAb56vCY,703 Mckinney Ave,"TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub",Dallas,US,us/tx/dallas/703mckinneyave/-1827150455,32.7836462,-96.80969021,,7.95,7.95,USD,2016-03-23T03:20:24Z,,Pepperoni Pizza,Jandro's,75201,,,,TX,7.95,167113
2183,AVwdhhU7kufWRAb56vCY,703 Mckinney Ave,"TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub",Dallas,US,us/tx/dallas/703mckinneyave/-1827150455,32.7836462,-96.80969021,,7.95,7.95,USD,2016-03-23T03:20:24Z,,Sausage Pizza,Jandro's,75201,,,,TX,7.95,167113
2184,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,14.99,14.99,USD,2016-04-02T05:22:45Z,,Hawaiian Pizza,Mr Shoes Pizza,14613,,,,NY,14.99,146826
2185,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,11.99,11.99,USD,2016-04-02T05:22:45Z,,Mr. Potato Pizza,Mr Shoes Pizza,14613,,,,NY,11.99,146826
2186,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,16.99,16.99,USD,2016-04-02T05:22:45Z,,Mr. Shoes Philly Steak Pizza,Mr Shoes Pizza,14613,,,,NY,16.99,146826
2187,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,12.47918589,11.42784939,,2016-04-02T05:22:45Z,Topped with seasoning and imported olive on same pricing as our conventional pizzas.,Mr. Shoes White Pizza,Mr Shoes Pizza,14613,,,,NY,11.95351764,146826
2188,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,14.99,14.99,USD,2016-04-02T05:22:45Z,With our famous buffalo wing sauce topped with mozzarella chicken and cheddar cheese. served with bleu cheese.,New Chicken Wing Pizza,Mr Shoes Pizza,14613,,,,NY,14.99,146826
2189,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,14.99,14.99,USD,2016-04-02T05:22:45Z,,New Five Cheese Pizza,Mr Shoes Pizza,14613,,,,NY,14.99,146826
2190,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,14.99,14.99,USD,2016-04-02T05:22:45Z,,New Pizza Calamari,Mr Shoes Pizza,14613,,,,NY,14.99,146826
2191,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,17.99,17.99,USD,2016-04-02T05:22:45Z,,Pizza,Mr Shoes Pizza,14613,,,,NY,17.99,146826
2192,AVwdHi4gkufWRAb52e2a,107 Driving Park Ave,"Pizza Place,Restaurants,Pizza",Rochester,US,us/ny/rochester/107drivingparkave/1096216069,43.18093,-77.63273,http://www.yellowpages.com/rochester-ny/mip/mr-shoes-pizza-465522032/menu,16.99,16.99,USD,2016-04-02T05:22:45Z,,Veggie Pizza,Mr Shoes Pizza,14613,,,,NY,16.99,146826
2193,AVwdHIxp_7pvs4fz2YB1,1000 E Derry Rd,Golf Course,Hershey,US,us/derrychurch/hershey/1000ederryrd/-1516969938,40.2975987,-76.6295296,,7,7,USD,2016-09-07T20:40:08Z,,Ice Cream Pizza,Hershey Country Club,17033,,,,Derry Church,7,59510
2194,AVwdhmoVByjofQCxp-FD,131 Main St S,"American Restaurant,Ice Cream Shop,Burger Joint",Stillwater,US,us/oakparkhts/stillwater/131mainsts/-1988728333,45.05580594,-92.80572338,,4.95,4.95,USD,2016-06-11T03:04:32Z,,Pizza Rolls,Leo's Grill & Malt Shop,55082,USD,25,40,Oak Park Hts,4.95,29236
2195,AVwdHoIIkufWRAb52fwj,144 Fifth Ave S,Restaurant,Nashville,US,us/tn/nashville/144fifthaves/750765635,36.159201,-86.777574,,18,18,USD,2016-04-24T00:00:00Z,,Hangover Pizza,Trattoria Il Mulino - Nashville,37203,USD,31,50,TN,18,41942
2196,AVwdHoIIkufWRAb52fwj,144 Fifth Ave S,Restaurant,Nashville,US,us/tn/nashville/144fifthaves/750765635,36.159201,-86.777574,,17,17,USD,2016-08-07T00:00:00Z,"mozzarella, tomatoes",Margherita Pizza,Trattoria Il Mulino - Nashville,37203,USD,31,50,TN,17,41942
2197,AVwdHoIIkufWRAb52fwj,144 Fifth Ave S,Restaurant,Nashville,US,us/tn/nashville/144fifthaves/750765635,36.159201,-86.777574,,26,26,USD,2016-04-24T00:00:00Z,"onions, mushrooms, garlic, tomato, oregano, maldon sea salt",New York Strip Pizzaiola,Trattoria Il Mulino - Nashville,37203,USD,31,50,TN,26,41942
2198,AVwdHoIIkufWRAb52fwj,144 Fifth Ave S,Restaurant,Nashville,US,us/tn/nashville/144fifthaves/750765635,36.159201,-86.777574,,12.47918589,11.42784939,,2016-08-07T00:00:00Z,"mozzarella, tomato, basil",Pizza Margherita,Trattoria Il Mulino - Nashville,37203,USD,31,50,TN,11.95351764,41942
2199,AVwdHoIIkufWRAb52fwj,144 Fifth Ave S,Restaurant,Nashville,US,us/tn/nashville/144fifthaves/750765635,36.159201,-86.777574,,18,18,USD,2016-04-24T00:00:00Z,seasonal vegetables,Primavera Pizza,Trattoria Il Mulino - Nashville,37203,USD,31,50,TN,18,41942
2200,AVwdHQtxByjofQCxloxj,557 S Main St,Restaurant,Gunnison,US,us/ut/gunnison/557smainst/-1855023177,39.143574,-111.81883,,1.39,1.39,USD,2016-04-06T01:03:19Z,,Pizza Stick,Miller's Drive Thru,84634,,,,UT,1.39,14022
2201,AVwdhuvzkufWRAb56xPH,2415 Mission St,"Catering,Restaurants,Pizza Place Westside",Santa Cruz,US,us/paradisepark/santacruz/2415missionst/70472911,36.960727,-122.048748,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEquidtc6b5xYbcf32w6eA_VesHtgJCXxFgf25-GL4J4ZPaopwRxTnp7zw9Vn1e9QPWLNmMxYFEEnYWeVd1MCH_DpLE8MXS9wTrZb1uTc3rTp3lRqbMy5b0UnrfcB1hU46fcGvbrL91M5XeDQbhD-X-kI0ioSJ2_ErW4Ccc-vmTyIrcD4l95XS8mLLxI6ALZ28woLotBcCpW2nhwQ6RCBYnxVD5fIA1_Tk5MfNEhY_UZ3yVD-GufZSON9EalnkmWiADNBsh6TJBR-qxnP43y5yJeLRU9Y9PqNYSuPhfziubHRqftYKVYQqM0U4KO2P6hF8b2-8QV528xz9YesWSJcmmjevBcEVWTNX4Z9HjhscVZB-OGAoGLekgybke5oQwNrqyrxibRUXJhGRMBdmT0d42pHzdpmbQ88yC_SLRfR1j-qFFpJV0Z3BGG2jT8aVk2Fp&placement=listing_profile&cs_user=unknown&cs_session=73f3626690998dc4a11c5c06af9b8e7d07de774d,8,8,USD,2015-10-24T00:01:23Z,,Cheese Pizza,Sicilian Style Pizza Pie,95060,,,,Paradise Park,8,278260
2202,AVwdhuvzkufWRAb56xPH,2415 Mission St,"Catering,Restaurants,Pizza Place Westside",Santa Cruz,US,us/paradisepark/santacruz/2415missionst/70472911,36.960727,-122.048748,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEquidtc6b5xYbcf32w6eA_VesHtgJCXxFgf25-GL4J4ZPaopwRxTnp7zw9Vn1e9QPWLNmMxYFEEnYWeVd1MCH_DpLE8MXS9wTrZb1uTc3rTp3lRqbMy5b0UnrfcB1hU46fcGvbrL91M5XeDQbhD-X-kI0ioSJ2_ErW4Ccc-vmTyIrcD4l95XS8mLLxI6ALZ28woLotBcCpW2nhwQ6RCBYnxVD5fIA1_Tk5MfNEhY_UZ3yVD-GufZSON9EalnkmWiADNBsh6TJBR-qxnP43y5yJeLRU9Y9PqNYSuPhfziubHRqftYKVYQqM0U4KO2P6hF8b2-8QV528xz9YesWSJcmmjevBcEVWTNX4Z9HjhscVZB-OGAoGLekgybke5oQwNrqyrxibRUXJhGRMBdmT0d42pHzdpmbQ88yC_SLRfR1j-qFFpJV0Z3BGG2jT8aVk2Fp&placement=listing_profile&cs_user=unknown&cs_session=73f3626690998dc4a11c5c06af9b8e7d07de774d,6,6,USD,2015-10-24T00:01:23Z,,Nutella Pizza,Sicilian Style Pizza Pie,95060,,,,Paradise Park,6,278260
2203,AVwdhuvzkufWRAb56xPH,2415 Mission St,"Catering,Restaurants,Pizza Place Westside",Santa Cruz,US,us/paradisepark/santacruz/2415missionst/70472911,36.960727,-122.048748,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEquidtc6b5xYbcf32w6eA_VesHtgJCXxFgf25-GL4J4ZPaopwRxTnp7zw9Vn1e9QPWLNmMxYFEEnYWeVd1MCH_DpLE8MXS9wTrZb1uTc3rTp3lRqbMy5b0UnrfcB1hU46fcGvbrL91M5XeDQbhD-X-kI0ioSJ2_ErW4Ccc-vmTyIrcD4l95XS8mLLxI6ALZ28woLotBcCpW2nhwQ6RCBYnxVD5fIA1_Tk5MfNEhY_UZ3yVD-GufZSON9EalnkmWiADNBsh6TJBR-qxnP43y5yJeLRU9Y9PqNYSuPhfziubHRqftYKVYQqM0U4KO2P6hF8b2-8QV528xz9YesWSJcmmjevBcEVWTNX4Z9HjhscVZB-OGAoGLekgybke5oQwNrqyrxibRUXJhGRMBdmT0d42pHzdpmbQ88yC_SLRfR1j-qFFpJV0Z3BGG2jT8aVk2Fp&placement=listing_profile&cs_user=unknown&cs_session=73f3626690998dc4a11c5c06af9b8e7d07de774d,5,5,USD,2015-10-24T00:01:23Z,"One slice of thick crust square pizza, your choice of cheese, pepperoni or mushroom and a soft drink or milk",Pizza,Sicilian Style Pizza Pie,95060,,,,Paradise Park,5,278260
2204,AVwdhuvzkufWRAb56xPH,2415 Mission St,"Catering,Restaurants,Pizza Place Westside",Santa Cruz,US,us/paradisepark/santacruz/2415missionst/70472911,36.960727,-122.048748,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEquidtc6b5xYbcf32w6eA_VesHtgJCXxFgf25-GL4J4ZPaopwRxTnp7zw9Vn1e9QPWLNmMxYFEEnYWeVd1MCH_DpLE8MXS9wTrZb1uTc3rTp3lRqbMy5b0UnrfcB1hU46fcGvbrL91M5XeDQbhD-X-kI0ioSJ2_ErW4Ccc-vmTyIrcD4l95XS8mLLxI6ALZ28woLotBcCpW2nhwQ6RCBYnxVD5fIA1_Tk5MfNEhY_UZ3yVD-GufZSON9EalnkmWiADNBsh6TJBR-qxnP43y5yJeLRU9Y9PqNYSuPhfziubHRqftYKVYQqM0U4KO2P6hF8b2-8QV528xz9YesWSJcmmjevBcEVWTNX4Z9HjhscVZB-OGAoGLekgybke5oQwNrqyrxibRUXJhGRMBdmT0d42pHzdpmbQ88yC_SLRfR1j-qFFpJV0Z3BGG2jT8aVk2Fp&placement=listing_profile&cs_user=unknown&cs_session=73f3626690998dc4a11c5c06af9b8e7d07de774d,10,10,USD,2015-10-24T00:01:23Z,"Blended cheese, artichoke hearts and garlic",Pizza Biancha (no Sauce),Sicilian Style Pizza Pie,95060,,,,Paradise Park,10,278260
