,id,address,categories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,average_price,GDP
0,AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,,22.5,15.5,USD,2016-03-31T02:19:42Z,,Bianca Pizza,Little Pizza Paradise,97701,,,,OR,19,24810
1,AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,,18.95,18.95,USD,2016-03-31T02:19:42Z,,Cheese Pizza,Little Pizza Paradise,97701,,,,OR,18.95,24810
2,AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,12,12,USD,2015-10-23T03:57:26Z,,"Pizza, Margherita",The Brentwood,90049,USD,50,55,Brentwood,12,278260
3,AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,13,13,USD,2015-10-23T03:57:26Z,,"Pizza, Mushroom",The Brentwood,90049,USD,50,55,Brentwood,13,278260
4,AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,13,13,USD,2015-10-23T03:57:26Z,"Olives, onions, capers, tomatoes","Pizza, Puttenesca",The Brentwood,90049,USD,50,55,Brentwood,13,278260
5,AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,15,15,USD,2015-10-23T03:57:26Z,,"Pizza, Salami Piccante",The Brentwood,90049,USD,50,55,Brentwood,15,278260
6,AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,15,15,USD,2015-10-23T03:57:26Z,,"Pizza, White Truffle Meat Sauce",The Brentwood,90049,USD,50,55,Brentwood,15,278260
7,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,10.99,7.99,USD,2016-06-14T02:33:07Z,Choose a pizza size.,Cheese Pizza,Bravo Pizza Hollywood,90027,,,,Los Feliz,9.49,278260
8,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,11.99,7.99,USD,2016-06-14T02:33:07Z,"Canadian bacon, pineapple.",Hawaiian Pizza,Bravo Pizza Hollywood,90027,,,,Los Feliz,9.99,278260
9,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,16.99,11.99,USD,2016-06-14T02:33:07Z,,Meat Lover Pizza,Bravo Pizza Hollywood,90027,,,,Los Feliz,14.49,278260
10,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,5.99,5.99,USD,2016-06-14T02:33:07Z,,Pizza Sub,Bravo Pizza Hollywood,90027,,,,Los Feliz,5.99,278260
11,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,5.99,5.99,USD,2016-06-14T02:33:07Z,,Super Pizza Sub,Bravo Pizza Hollywood,90027,,,,Los Feliz,5.99,278260
12,AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,16.99,10.99,USD,2016-06-14T02:33:07Z,,Veggie Pizza,Bravo Pizza Hollywood,90027,,,,Los Feliz,13.99,278260
13,AVwc_8WAByjofQCxkdDA,801 Saint Emanuel St,"Bar,Beer Garden,Sports Bar,Sports Bar, Bar, and Beer Garden",Houston,US,us/tx/houston/801saintemanuelst/960946322,29.75247947,-95.35416442,,9.95,9.95,USD,2016-06-18T15:32:15Z,Choose any of your own toppings to make it your own,Create Your Own Pizza,Lucky's Pub,77003,USD,25,40,TX,9.95,167113
14,AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,,8.95,8.95,USD,2016-07-01T15:03:32Z,,Cheese Pizza,Roadhouse Cafe,2601,,,,MA,8.95,52229
15,AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,,10.95,10.95,USD,2016-07-01T15:03:32Z,,Pepperoni Pizza,Roadhouse Cafe,2601,,,,MA,10.95,52229
16,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,12.47918589,11.42784939,,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",,House Made Pizza,Brigham Young University,84602,,,,UT,11.95351764,14022
17,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,19.95,15.71,USD,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",Seven layer bean dip,Mexican Pizza Dip,Brigham Young University,84602,,,,UT,17.83,14022
18,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,12.47918589,11.42784939,,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",1 each (324.00 g),Pepperoni Pizza,Brigham Young University,84602,,,,UT,11.95351764,14022
19,AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,12.47918589,11.42784939,,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",1 each (149.18 g),Pizza Bagel,Brigham Young University,84602,,,,UT,11.95351764,14022
20,AVwc_gjWByjofQCxkYOz,9595 Six Pines Dr,"Sporting Goods Shop,Shoe Store,Sporting Goods Shop and Shoe Store Town Center,Sporting Goods Shop and Shoe Store,Sportswear,Shoe Stores,Running Stores,Clothing Stores,Sporting Goods",Spring,US,us/tx/spring/9595sixpinesdr/-327153848,30.16413,-95.46235,,12.47918589,11.42784939,,2016-06-04T20:48:53Z,,Pizza Con Uovo Fritto,Luke's Locker,77380,USD,0,25,TX,11.95351764,167113
21,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,10.99,10.99,USD,2016-01-12T23:21:20Z,,Pizza Margherita,Francesca's On Chestnut,60611,USD,25,40,Ontario Street,10.99,83888
22,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,10.99,10.99,USD,2016-04-24T00:00:00Z,,Pizza Margherita,Francesca's On Chestnut,60611,USD,25,40,Ontario Street,10.99,83888
23,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,12.47918589,11.42784939,,"2016-01-12T23:21:20Z,2016-01-27T13:33:07Z",,Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,USD,25,40,Ontario Street,11.95351764,83888
24,AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,12.47918589,11.42784939,,2016-04-24T00:00:00Z,,Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,USD,25,40,Ontario Street,11.95351764,83888
25,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,12.47918589,11.42784939,USD,2017-07-15T22:22:40.769Z,with pepperoni,Pizza Bagel,Country Bagel Bakery,19380,,,,PA,11.95351764,59510
26,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,12.47918589,11.42784939,USD,2017-07-15T22:22:40.769Z,with mushroom,Pizza Bagel,Country Bagel Bakery,19380,,,,PA,11.95351764,59510
27,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,12.47918589,11.42784939,USD,2017-07-15T22:22:40.770Z,with pepperoni & mushroom,Pizza Bagel,Country Bagel Bakery,19380,,,,PA,11.95351764,59510
28,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,2.59,2.59,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel (plain),Country Bagel Bakery,19380,,,,PA,2.59,59510
29,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel With Mushroom,Country Bagel Bakery,19380,,,,PA,3.29,59510
30,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel With Pepperoni,Country Bagel Bakery,19380,,,,PA,3.29,59510
31,AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.59,3.59,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel With Pepperoni and Mushroom,Country Bagel Bakery,19380,,,,PA,3.59,59510
32,AVwc_JnXIN2L1WUfrB0m,925 Blossom Hill Road Oakridge Mall,Restaurant,San Jose,US,us/ca/sanjose/925blossomhillroadoakridgemall/-1933738733,37.250458,-121.863415,,12.47918589,11.42784939,,2016-04-23T00:00:00Z,,Pizza Con Formaggio,Buca Di Beppo - San Jose - Oakridge,95123,USD,0,30,CA,11.95351764,278260
33,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z","BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Chicken Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
34,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Breakfast Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
35,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Cadillac Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
36,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Hawaiin Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
37,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Pesto Chicken Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
38,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,4.59,4.59,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Pizza Bread,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,4.59,278260
39,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Southwest Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
40,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Thai Chicken Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
41,AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Vegetarian Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA,8.99,278260
42,AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.012459,,12.47918589,11.42784939,,"2016-03-25T03:23:25Z,2016-05-31T07:24:36Z",,Bbq Pizza,Uncle John's Pizza,75052,,,,TX,11.95351764,167113
43,AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.012459,,12.47918589,11.42784939,,"2016-03-25T03:23:25Z,2016-05-31T07:24:36Z",,Create Your Own Pizza,Uncle John's Pizza,75052,,,,TX,11.95351764,167113
44,AVwc_oTMIN2L1WUfrG-p,2111 Stewart Ave,Sandwich Place,Wausau,US,us/wi/wausau/2111stewartave/723163710,44.95747331,-89.66768203,,4.99,4.99,USD,"2016-04-05T02:07:11Z,2016-08-04T16:14:47Z","Pepperoni, marinara, garlic, seasoning and parmesan cheese",Pizza,Philly's Subs,54401,USD,0,25,WI,4.99,25957
45,AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,,12,12,USD,2016-03-29T05:23:07Z,,Tuna Pizza,Satsuma,19806,USD,0,30,DE,12,5106
46,AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,,12,12,USD,"2016-08-22T00:00:00Z,2016-04-24T00:00:00Z",,Tuna Pizza,Satsuma,19806,USD,0,30,DE,12,5106
47,AVwc_XoZ_7pvs4fz1Gdd,116 Ann St,"Family Style Restaurants,Restaurants,Restaurant",Pickens,US,us/sc/pickens/116annst/32165426,34.883816,-82.7078,,2.99,2.99,USD,"2016-05-31T13:48:24Z,2016-04-05T03:05:47Z",,Small Pepperoni or Cheese Pizza,Gatehouse Restaurant,29671,,,,SC,2.99,31543
48,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,12.47918589,11.42784939,,2016-04-01T06:44:32Z,,Bbq Chicken Pizza,Imo's Pizza,63010,,,,MO,11.95351764,29771
49,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,12.47918589,11.42784939,,2016-04-01T06:44:32Z,,Cheese Pizza,Imo's Pizza,63010,,,,MO,11.95351764,29771
50,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,12.47918589,11.42784939,,2016-04-01T06:44:32Z,,Deluxe Pizza,Imo's Pizza,63010,,,,MO,11.95351764,29771
51,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,12.47918589,11.42784939,,2016-04-01T06:44:32Z,,Meat Pizza,Imo's Pizza,63010,,,,MO,11.95351764,29771
52,AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,12.47918589,11.42784939,,2016-04-01T06:44:32Z,,Vegetable Pizza,Imo's Pizza,63010,,,,MO,11.95351764,29771
53,AVwc0a6lkufWRAb5zWvc,3060 Naglee Rd,American Restaurant,Tracy,US,us/ca/tracy/3060nagleerd/-448957010,37.75757298,-121.4618598,,12.47918589,11.42784939,,2016-03-03T18:04:54Z,,Cheesy Bread Pizza (full),Applebee's Tracy,95304,USD,25,40,CA,11.95351764,278260
54,AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,,8,8,USD,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, sausage and bacon.",3 Meat Treat Pizza,Little Caesars Pizza,77506,,,,TX,8,167113
55,AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,,7,7,USD,2016-06-07T19:44:53Z,,Deep Dish Pizza,Little Caesars Pizza,77506,,,,TX,7,167113
56,AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,,9,9,USD,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Ultimate Supreme Pizza,Little Caesars Pizza,77506,,,,TX,9,167113
57,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,19.99,16.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Broccoli, spinach, peppers and mushrooms",Garden Pizza,Joey's N Y Pizza,89052,,,,NV,18.49,76414
58,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,18.99,15.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z",,Margarita Pizza,Joey's N Y Pizza,89052,,,,NV,17.49,76414
59,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,21.99,17.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Supreme Pizza,Joey's N Y Pizza,89052,,,,NV,19.99,76414
60,AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,16.99,13.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Fresh mozzarella, fresh parmesan and fresh garlic",White Pizza,Joey's N Y Pizza,89052,,,,NV,15.49,76414
61,AVwc0fCOkufWRAb5zXXa,21100 91st Pl S,"Keymakers,Locks & Locksmiths",Kent,US,us/wa/kent/2110091stpls/101945399,47.413195,-122.218841,,1.75,1.75,USD,2017-03-03T22:40:19Z,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza Toppings,Keyme,98031,,,,WA,1.75,51074
62,AVwc0jboByjofQCxijqT,264 Lakeside Ave,"Restaurants,Bars & Pubs",Laconia,US,us/weirsbeach/laconia/264lakesideave/-638314910,43.607478,-71.459311,,15,15,USD,2016-12-13T03:41:00Z,,Pizza,Tower Hill Tavern,3246,,,,Weirs Beach,15,52229
63,AVwc0N-0ByjofQCxif90,1431 Plaza Pl,Restaurant,Southlake,US,us/tx/southlake/1431plazapl/851666666,32.945053,-97.12952,,8.95,8.95,USD,2016-04-24T00:00:00Z,"Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza,Brio Tuscan Grille - Southlake - Southlake Town Square,76092,USD,0,30,TX,8.95,167113
64,AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,,13.99,13.99,USD,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",,Cheese Pizza,Doubledave's Pizza Works,77845,USD,0,25,TX,13.99,167113
65,AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,,3.99,3.99,USD,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",,Chocolate Chip Pizza,Doubledave's Pizza Works,77845,USD,0,25,TX,3.99,167113
66,AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,12.47918589,11.42784939,,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Bacon , lettuce, tomato, mayo, ranch",B.l.t. Pizza,Frank's Pizzeria,68154,,,,NE,11.95351764,9008
67,AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,12.47918589,11.42784939,,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Bbq sauce, chicken, red onions",Bbq Chicken Pizza,Frank's Pizzeria,68154,,,,NE,11.95351764,9008
